Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION",,"Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2023,5,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,KLINË,3,4,3,1,3,1,0,0,0,0,1,2,0,1,0,0,0,0,0,348.14,364.19,300
2023,5,Aktivitetet financiare dhe te sigurimit,,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,1,19,16,3,15,4,0,0,0,0,0,0,0,3,1,9,2,3,1,372.53,368.22,388.68
2023,5,Aktivitetet financiare dhe te sigurimit,,Shoqëri akcionare,GRAÇANICË,1,27,21,6,13,14,0,0,1,6,7,5,5,2,1,0,0,0,0,612.63,606.63,618.19
2023,5,Aktivitetet financiare dhe te sigurimit,,Individual,MITROVICË,3,5,5,0,3,2,0,1,2,0,0,1,0,1,0,0,0,0,0,404.46,393.38,421.08
2023,5,Aktivitetet financiare dhe te sigurimit,,Individual,PRISHTINË,20,42,42,0,18,24,0,4,4,7,9,3,7,3,2,1,2,0,0,387.05,364.6,403.88
2023,5,Aktivitetet financiare dhe te sigurimit,,Kompani e huaj,PRISHTINË,6,785,767,18,387,377,21,17,52,107,162,122,116,54,20,17,6,70,21,1154.72,1201.15,950.14
2023,5,Aktivitetet financiare dhe te sigurimit,,Shoqëri akcionare,MITROVICË VERIORE,1,40,40,0,17,23,0,0,0,2,1,5,10,3,7,7,5,0,0,1219.31,1571.16,959.25
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,GJILAN,15,31,29,2,16,13,2,0,3,6,2,4,1,3,5,3,2,0,0,372.22,406.57,331.58
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,GLLOGOC,7,18,18,0,9,9,0,2,3,5,2,1,2,0,2,1,0,0,0,312.98,318.08,307.88
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,MALISHEVË,7,14,14,0,10,4,0,3,0,4,4,0,0,3,0,0,0,0,0,243.3,221.74,297.21
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,SKENDERAJ,6,12,11,1,8,4,0,2,1,3,1,1,0,0,1,2,1,0,0,263.67,236.75,317.5
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PEJË,81,279,256,23,172,103,4,27,32,80,43,42,9,15,13,8,6,0,0,423.6,437.01,397.01
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,FERIZAJ,156,543,513,30,375,163,5,56,40,134,73,87,25,54,18,36,7,8,0,467.74,410.65,606.51
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PRISHTINË,1285,7012,"6,196",816,3811,3090,111,764,828,1566,1410,858,507,410,235,163,100,50,10,849.37,950.69,716.98
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,Kompani e huaj,ZUBIN POTOK,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,170,
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,MITROVICË VERIORE,3,6,5,1,2,3,1,0,0,1,0,1,1,0,2,0,0,0,0,280.17,255.5,256.67
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PRISHTINË,1271,6891,"6,123",768,3734,3046,111,737,799,1544,1400,849,513,405,225,156,99,43,10,837.41,924.31,700.3
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,ISTOG,11,20,19,1,9,11,0,1,0,5,6,1,2,1,1,1,2,0,0,346.44,361.11,334.44
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,KAMENICË,13,20,13,7,6,14,0,0,3,2,3,2,3,0,1,0,3,2,1,215,181.67,229.29
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Ortakëria e përgj.,MITROVICË,1,3,2,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,185.26,215.79,170
2023,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,FUSHË KOSOVË,2,32,32,0,26,5,1,3,0,13,4,5,0,3,1,2,0,0,0,699.33,613.67,1172.87
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,ISTOG,1,7,6,1,3,4,0,0,0,1,3,1,1,0,0,0,0,1,0,360.43,495,259.5
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,OBILIQ,1,8,8,0,8,0,0,0,0,1,0,4,0,1,0,2,0,0,0,411.5,411.5,
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,PRIZREN,3,3,3,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,213.33,270,185
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Zyra e Përfaqësisë në Kosovë,PRISHTINË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,675.79,675.79,
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,PRIZREN,892,2418,"2,361",57,1509,897,12,289,155,405,221,371,228,267,222,156,67,21,4,289.55,307.11,260.37
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,RAHOVEC,1,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,404.42,404.42,
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,RANILLUG,3,6,6,0,6,0,0,1,0,2,0,1,0,1,0,1,0,0,0,303.33,303.33,
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,FUSHË KOSOVË,386,3747,"3,643",104,2542,1175,30,495,313,771,404,664,245,387,155,197,53,28,5,529.03,562.22,455.24
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,LIPJAN,6,47,47,0,37,10,0,5,0,6,3,7,3,9,4,8,0,2,0,407.7,369.74,548.12
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,FERIZAJ,2,3,3,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,246.08,385.36,176.45
2023,5,Arsimi,,Ortakëria e përgj.,FERIZAJ,1,203,157,46,85,114,4,8,19,22,48,22,29,19,13,8,5,6,0,543.03,557.82,524.07
2023,5,Arsimi,,SH.P.K.,PRIZREN,22,136,122,14,35,98,3,3,11,10,43,4,21,7,14,9,9,2,0,290.46,304.26,281.46
2023,5,Arsimi,,Individual,FUSHË KOSOVË,9,64,62,2,11,52,1,0,6,4,21,3,17,2,7,2,1,0,0,317.54,313.57,320.33
2023,5,Ndertimtaria,,Individual,PEJË,47,168,159,9,116,51,1,23,7,46,12,24,13,13,15,9,4,1,0,303.6,315.24,277.09
2023,5,Ndertimtaria,,Ndërmarrje shoq.,PEJË,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,250,
2023,5,Ndertimtaria,,Individual,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,200,
2023,5,Ndertimtaria,,SH.P.K.,FERIZAJ,232,1943,"1,879",64,1684,248,11,234,37,428,76,371,48,426,57,218,29,7,1,408.69,410.46,388.19
2023,5,Ndertimtaria,,SH.P.K.,SHTËRPCË,5,27,26,1,26,1,0,6,0,4,0,2,0,9,1,5,0,0,0,279.75,283.98,170
2023,5,Ndertimtaria,,SH.P.K.,LEPOSAVIQ,3,8,8,0,6,2,0,1,0,1,1,4,0,0,0,0,1,0,0,254.72,272.96,200
2023,5,Ndertimtaria,,Individual,ZUBIN POTOK,1,18,18,0,12,6,0,2,1,2,0,5,1,1,2,2,2,0,0,274.44,273.33,276.67
2023,5,Mungon aktiviteti,, Bashkësi Fetare,MITROVICË,2,53,50,3,49,3,1,4,0,9,0,23,2,7,1,5,0,1,0,511.2,528.14,354.79
2023,5,Industria nxjerrese,,SH.P.K.,MALISHEVË,3,74,72,2,70,4,0,9,2,25,1,22,0,10,1,4,0,0,0,391.69,396.93,300
2023,5,Industria perpunuese,,SH.P.K.,ISTOG,54,797,782,15,549,247,1,94,77,133,65,118,48,107,41,86,16,11,0,494.15,554,362.47
2023,5,Industria perpunuese,,Shoqëri akcionare,ISTOG,1,14,10,4,12,2,0,4,0,6,1,0,0,0,0,2,1,0,0,1213.76,1318.04,588.07
2023,5,Industria perpunuese,,Shoqëri akcionare,LIPJAN,1,103,101,2,64,39,0,6,8,25,9,19,9,10,13,4,0,0,0,652.9,773.43,455.1
2023,5,Industria perpunuese,,SH.P.K.,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2023,5,Industria perpunuese,,Kompani e huaj,FERIZAJ,1,106,106,0,48,58,0,28,30,13,18,5,9,2,1,0,0,0,0,423.26,504.8,355.79
2023,5,Industria perpunuese,,SH.P.K.,SHTËRPCË,4,14,13,1,7,7,0,0,2,0,0,5,2,2,1,0,2,0,0,288.64,277.87,299.41
2023,5,Industria perpunuese,,Ndërmarrje nën menaxhim të AKP-së,MITROVICË,1,4,4,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,314.29,314.29,
2023,5,Industria perpunuese,,Shoqëri Komandite,PRISHTINË,1,5,4,1,2,3,0,1,0,1,1,0,2,0,0,0,0,0,0,344.04,329.18,353.94
2023,5,Informimi dhe komunikimi,,SH.P.K.,DRAGASH,4,9,9,0,8,1,0,1,0,4,1,3,0,0,0,0,0,0,0,342.54,360.36,200
2023,5,Informimi dhe komunikimi,,Individual,SUHAREKË,5,27,27,0,20,7,0,6,2,10,3,2,2,1,0,0,0,1,0,525.23,543.7,451.32
2023,5,Informimi dhe komunikimi,,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,200,
2023,5,Transporti dhe magazinimi,,SH.P.K.,LIPJAN,18,214,209,5,192,22,0,9,8,38,7,25,3,56,2,61,2,3,0,391.36,393.82,369.95
2023,5,Transporti dhe magazinimi,,SH.P.K.,PRIZREN,32,132,123,9,103,28,1,17,3,38,13,24,7,19,3,4,2,1,0,374.49,389.3,326.86
2023,5,Transporti dhe magazinimi,,SH.P.K.,RAHOVEC,10,45,44,1,42,3,0,4,0,6,1,11,0,12,1,9,1,0,0,400.44,404.54,342.94
2023,5,Transporti dhe magazinimi,,Individual,PODUJEVË,34,144,141,3,116,28,0,7,6,24,5,36,9,22,6,24,2,3,0,276.54,271.61,297.7
2023,5,Aktivitetet e patundshmerise,,OJQ,PRISHTINË,3,54,29,25,27,27,0,4,3,9,17,5,3,5,3,3,1,1,0,451.22,482.88,419.56
2023,5,Aktivitetet e tjera sherbyese,,SH.P.K.,DEÇAN,1,7,6,1,3,4,0,0,0,1,3,2,1,0,0,0,0,0,0,605.41,686.28,544.76
2023,5,Aktivitetet e tjera sherbyese,,OJQ,KLINË,1,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,90,150,30
2023,5,Aktivitetet e tjera sherbyese,,SH.P.K.,KLINË,7,14,14,0,7,7,0,3,2,2,3,2,1,0,1,0,0,0,0,381.08,373.21,388.95
2023,5,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,KLINË,1,5,4,1,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,312,312,
2023,5,Aktivitetet e tjera sherbyese,,SH.P.K.,GJILAN,44,110,103,7,44,66,0,9,19,15,23,13,11,3,8,4,5,0,0,260.63,263.45,258.75
2023,5,Aktivitetet e tjera sherbyese,,SH.P.K.,GLLOGOC,5,10,10,0,4,6,0,2,1,2,4,0,0,0,1,0,0,0,0,290.97,252.43,316.67
2023,5,Aktivitetet e tjera sherbyese,,OJQ,RAHOVEC,1,6,6,0,6,0,0,2,0,2,0,2,0,0,0,0,0,0,0,455.38,455.38,
2023,5,Aktivitetet e tjera sherbyese,,OJQ,GRAÇANICË,17,179,97,82,85,92,2,5,8,22,31,27,26,23,16,8,9,0,2,402.6,477.73,321.28
2023,5,Aktivitetet e tjera sherbyese,,OJQ,NOVOBËRDË,3,36,34,2,15,20,1,3,2,7,5,2,10,2,1,1,2,0,0,319.97,312.44,329.71
2023,5,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,FUSHË KOSOVË,1,19,16,3,18,1,0,1,0,4,0,9,0,2,1,1,0,1,0,558.96,576.68,240
2023,5,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,GLLOGOC,17,148,145,3,106,42,0,36,4,35,7,19,16,11,9,5,5,0,1,372.89,390.73,327.88
2023,5,Akomodimi dhe sherbimi ushqimor,,Individual,KAÇANIK,38,124,123,1,94,30,0,23,4,30,6,23,11,11,6,7,3,0,0,213.27,215.39,206.61
2023,5,Akomodimi dhe sherbimi ushqimor,,Individual,GRAÇANICË,22,51,50,1,38,12,1,9,1,12,3,12,6,5,1,0,0,0,1,195.61,196.74,166.67
2023,5,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,PRISHTINË,606,5538,"5,306",232,3618,1853,67,1141,571,1258,430,749,397,323,353,140,101,7,1,422.17,436.42,390.93
2023,5,"Artet, Argetimi dhe rekreacioni",,Individual,SHTIME,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,235,300,170
2023,5,"Artet, Argetimi dhe rekreacioni",,Individual,KAÇANIK,3,6,6,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,265,163.33,366.67
2023,5,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,MITROVICË,1,30,28,2,20,10,0,0,0,4,3,6,4,1,2,8,1,1,0,375.59,390.38,346
2023,5,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,PRISHTINË,1,18,12,6,11,7,0,0,0,1,2,2,2,6,2,2,1,0,0,357,387.51,309.06
2023,5,"Artet, Argetimi dhe rekreacioni",,Individual,FUSHË KOSOVË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,200,
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,Individual,MITROVICË,14,20,20,0,12,8,0,6,0,2,2,1,1,2,2,1,3,0,0,216.11,233,195
2023,5,Aktivitetet financiare dhe te sigurimit,,Individual,VITI,5,7,7,0,2,5,0,1,3,0,2,0,0,1,0,0,0,0,0,244.73,232,249.82
2023,5,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,PODUJEVË,4,7,7,0,2,5,0,0,1,1,3,0,1,1,0,0,0,0,0,241,245,239.4
2023,5,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,VUSHTRRI,4,9,7,2,3,6,0,0,0,1,4,2,1,0,1,0,0,0,0,286.06,286.84,285.67
2023,5,Aktivitetet financiare dhe te sigurimit,,Individual,FUSHË KOSOVË,4,9,9,0,0,9,0,0,2,0,5,0,2,0,0,0,0,0,0,381.39,,381.39
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,ISTOG,3,4,4,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,0,311.72,354.67,182.89
2023,5,Sherbimet administrative dhe mbeshtetese,,Kompani e huaj,ISTOG,1,6,5,1,5,1,0,1,1,3,0,0,0,1,0,0,0,0,0,753.17,813.8,450
2023,5,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,KLINË,10,25,24,1,18,6,1,3,2,5,2,5,2,3,0,2,0,0,0,257.19,253.32,278.33
2023,5,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,DRAGASH,1,14,14,0,9,5,0,1,3,3,0,2,1,3,1,0,0,0,0,426.43,433.33,414
2023,5,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,FERIZAJ,113,331,323,8,191,139,1,35,36,70,49,53,22,21,21,11,10,1,1,449.5,377.08,548.65
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,FERIZAJ,25,46,44,2,28,17,1,4,3,11,9,8,4,3,0,2,1,0,0,245.44,235.93,267.88
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,GJAKOVË,23,44,43,1,27,17,0,9,3,10,10,5,0,2,3,1,1,0,0,376.66,371.93,383.61
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,MAMUSHË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,170,,170
2023,5,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,PRISHTINË,444,8144,"7,933",211,4085,3971,88,884,934,1480,1231,758,646,560,810,368,344,35,6,764.14,847.8,674.4
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,Kompani e huaj,PEJË,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1308.67,,
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PRIZREN,117,474,427,47,337,133,4,60,25,118,57,89,26,46,17,19,8,5,0,422.28,443.09,371.01
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,SHTËRPCË,1,4,4,0,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,350,300,400
2023,5,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,170,
2023,5,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,GJILAN,55,118,102,16,29,89,0,9,22,9,35,5,13,3,8,2,11,1,0,231.3,244.95,226.86
2023,5,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,LIPJAN,23,142,99,43,51,90,1,8,25,11,19,15,26,8,13,8,7,1,0,412.91,486.7,370.02
2023,5,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,VITI,1,56,56,0,51,5,0,0,2,8,0,15,1,15,1,13,1,0,0,277.94,278.64,270.77
2023,5,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,OJQ,LIPJAN,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,76,
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,PEJË,459,1161,"1,137",24,618,542,1,133,115,192,140,146,116,82,118,62,47,3,6,273.64,289.11,255.51
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,PEJË,5,59,58,1,35,24,0,6,5,12,6,9,7,6,5,2,1,0,0,267.23,271.17,261.48
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,LIPJAN,1,6,5,1,2,4,0,0,0,1,2,1,1,0,0,0,1,0,0,211.73,300,167.59
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,OBILIQ,2,8,8,0,8,0,0,0,0,1,0,4,0,3,0,0,0,0,0,374.86,374.86,
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GLLOGOC,1,16,16,0,12,4,0,0,0,6,3,3,1,2,0,1,0,0,0,346.19,356.97,313.85
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,SUHAREKË,106,598,569,29,399,199,0,54,51,123,64,103,35,72,41,45,7,2,1,478.99,526.09,384.54
2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,ZUBIN POTOK,3,16,16,0,9,7,0,2,0,3,2,0,2,3,3,1,0,0,0,235.63,218.89,257.14
2023,5,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,LIPJAN,4,18,18,0,13,5,0,1,1,3,3,7,1,1,0,1,0,0,0,313.37,326.77,278.51
2023,5,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,PRISHTINË,15,152,140,12,122,27,3,7,4,19,5,42,12,38,6,16,0,0,0,480.02,492.66,456.23
2023,4,Arsimi,,Individual,SUHAREKË,15,57,50,7,20,37,0,2,2,2,18,10,6,4,7,2,4,0,0,260.23,267.59,256.24
2023,4,Arsimi,,Individual,FUSHË KOSOVË,9,66,62,4,12,53,1,0,6,4,21,3,18,2,7,3,1,0,0,312.95,291.6,319.62
2023,4,Ndertimtaria,,SH.P.K.,OBILIQ,19,180,172,8,153,25,2,16,1,57,12,53,7,20,2,5,3,2,0,750.05,737.17,857.43
2023,4,Ndertimtaria,,Kompani e huaj,OBILIQ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,584.8,584.8,
2023,4,Ndertimtaria,,Individual,GJAKOVË,87,352,340,12,302,50,0,61,4,85,12,67,12,56,20,30,2,3,0,308.2,306.74,316.79
2023,4,Ndertimtaria,,Individual,KAMENICË,33,91,90,1,82,9,0,21,0,22,2,8,0,25,7,6,0,0,0,230.3,232.18,213.13
2023,4,Ndertimtaria,,SH.P.K.,PODUJEVË,89,549,539,10,498,49,2,80,3,145,14,151,26,79,5,37,1,6,0,415.63,410.79,461.33
2023,4,Ndertimtaria,,Individual,MITROVICË,40,238,235,3,176,62,0,35,6,49,15,47,22,30,14,15,5,0,0,381.04,389.68,356.52
2023,4,Ndertimtaria,,Tjeter,PRISHTINË,1,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,200,200,200
2023,4,Ndertimtaria,,Individual,ZUBIN POTOK,1,15,15,0,10,5,0,0,0,2,0,5,1,1,2,2,2,0,0,243.33,242,246
2023,4,Mungon aktiviteti,,Parti Politike,PRIZREN,1,3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,346.26,383.92,270.95
2023,4,Mungon aktiviteti,,Organizata Buxhetore,KAMENICË,1,13,13,0,9,4,0,0,1,2,3,3,0,1,0,2,0,1,0,420.93,400.89,466
2023,4,Mungon aktiviteti,, Bashkësi Fetare,VUSHTRRI,1,56,52,4,51,4,1,1,0,11,3,20,0,13,1,5,0,1,0,643.92,671.75,337.5
2023,4,Industria nxjerrese,,Individual,MALISHEVË,1,13,13,0,12,1,0,2,0,4,0,4,0,2,0,0,1,0,0,278.38,280.75,250
2023,4,Industria perpunuese,,Shoqëri akcionare,PEJË,1,294,288,6,267,27,0,23,1,61,7,58,7,50,6,68,6,7,0,766.94,709.98,1330.16
2023,4,Industria perpunuese,,SH.P.K.,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2023,4,Industria perpunuese,,SH.P.K.,DRAGASH,8,176,174,2,142,34,0,16,1,38,14,32,8,27,7,22,4,7,0,588.47,617.9,465.56
2023,4,Industria perpunuese,,Individual,KAÇANIK,32,97,97,0,73,24,0,20,8,28,5,14,4,9,6,2,1,0,0,244.44,253.58,216.63
2023,4,Industria perpunuese,,Individual,MALISHEVË,55,188,187,1,139,47,2,30,18,51,8,28,11,19,8,11,2,0,0,246.22,254.86,221.3
2023,4,Industria perpunuese,,Shoqëri Komandite,PRISHTINË,1,4,3,1,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,319.41,329.18,309.64
2023,4,Industria perpunuese,,Ortakëria e përgj.,PRISHTINË,10,57,56,1,34,23,0,2,7,10,8,14,4,4,4,2,0,2,0,391.28,454.74,297.47
2023,4,Industria perpunuese,,Ortakëria e përgj.,FUSHË KOSOVË,2,5,5,0,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,316.86,314.04,328.15
2023,4,Informimi dhe komunikimi,,SH.P.K.,SHTIME,3,4,4,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,305,356.67,150
2023,4,Informimi dhe komunikimi,,SH.P.K.,DRAGASH,4,9,9,0,8,1,0,1,0,4,1,3,0,0,0,0,0,0,0,342.54,360.36,200
2023,4,Informimi dhe komunikimi,,SH.P.K.,KAÇANIK,2,7,7,0,5,2,0,0,1,5,1,0,0,0,0,0,0,0,0,799.32,665.02,1135.09
2023,4,Informimi dhe komunikimi,,Individual,PRIZREN,23,67,64,3,40,27,0,13,3,13,12,10,7,3,2,1,2,0,1,333.2,414.67,212.51
2023,4,Informimi dhe komunikimi,,Individual,SKENDERAJ,6,17,16,1,9,8,0,2,2,3,4,2,1,1,1,1,0,0,0,250.24,238.67,263.25
2023,4,Informimi dhe komunikimi,,SH.P.K.,HANI I ELEZIT,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,328.15,,328.15
2023,4,Transporti dhe magazinimi,,Individual,KAMENICË,5,26,26,0,22,4,0,1,0,7,1,5,0,4,3,5,0,0,0,222.97,217.6,252.5
2023,4,Transporti dhe magazinimi,,Individual,NOVOBËRDË,1,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,250,250,
2023,4,Transporti dhe magazinimi,,Individual,ZUBIN POTOK,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,328.15,328.15,
2023,4,Aktivitetet e patundshmerise,,SH.P.K.,GJAKOVË,4,11,9,2,7,4,0,0,1,3,1,4,1,0,1,0,0,0,0,602.63,731.77,376.64
2023,4,Aktivitetet e patundshmerise,,Individual,PRIZREN,2,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,185.47,185.47,
2023,4,Aktivitetet e patundshmerise,,Ndërmarrje pub.,MITROVICË,1,18,12,6,18,0,0,0,0,3,0,3,0,4,0,6,0,2,0,197.22,197.22,
2023,4,Aktivitetet e patundshmerise,,SH.P.K.,FUSHË KOSOVË,9,21,17,4,13,8,0,3,1,0,3,2,4,7,0,1,0,0,0,518.04,457.36,616.63
2023,4,Aktivitetet e tjera sherbyese,,SH.P.K.,PEJË,21,62,58,4,37,25,0,6,6,20,12,5,3,4,4,2,0,0,0,485.54,593.71,325.45
2023,4,Aktivitetet e tjera sherbyese,,OJQ,DEÇAN,2,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,402.56,,402.56
2023,4,Aktivitetet e tjera sherbyese,,OJQ,PRIZREN,26,123,91,32,61,62,0,10,10,18,27,15,7,11,11,7,6,0,1,493.11,492.76,493.46
2023,4,Aktivitetet e tjera sherbyese,,SH.P.K.,PODUJEVË,14,29,26,3,16,13,0,3,2,6,7,4,2,3,1,0,1,0,0,230.21,218.55,244.57
2023,4,Aktivitetet e tjera sherbyese,,Individual,PRISHTINË,253,511,501,10,173,328,10,35,76,60,103,40,96,24,41,12,12,2,0,248.07,243.44,248.94
2023,4,Aktivitetet e tjera sherbyese,,Ortakëria e përgj.,PRISHTINË,7,24,23,1,9,15,0,3,1,3,6,2,6,1,2,0,0,0,0,272.97,259.21,281.23
2023,4,Akomodimi dhe sherbimi ushqimor,,Individual,MAMUSHË,5,5,5,0,3,2,0,2,0,1,2,0,0,0,0,0,0,0,0,198,180,225
2023,4,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,FUSHË KOSOVË,94,455,438,17,331,119,5,81,18,127,33,87,34,27,30,7,4,2,0,314.53,317.84,303.99
