Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION",,"Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2023,4,"Artet, Argetimi dhe rekreacioni",,Individual,GJAKOVË,14,32,31,1,17,15,0,1,1,6,6,2,3,5,5,3,0,0,0,260.18,253.29,268
2023,4,Bujqesia;Pylltaria dhe Peshkimi,,Individual,VITI,9,17,17,0,10,7,0,3,1,3,1,1,2,2,3,1,0,0,0,203.18,194.4,215.71
2023,4,Bujqesia;Pylltaria dhe Peshkimi,,Individual,MAMUSHË,31,70,67,3,43,26,1,10,2,7,6,11,7,9,8,6,3,0,0,182,178.6,188.08
2023,4,Aktivitetet financiare dhe te sigurimit,,Kompani sigurimi,PRISHTINË,5,632,593,39,347,277,8,26,16,66,89,113,88,78,68,55,16,9,0,912.49,988.05,798.84
2023,4,Aktivitetet financiare dhe te sigurimit,,Individual,SKENDERAJ,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,270,
2023,4,Aktivitetet financiare dhe te sigurimit,,Individual,MITROVICË VERIORE,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,430,,430
2023,4,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,GJILAN,74,182,171,11,132,49,1,19,14,46,11,30,7,22,11,14,6,1,0,302.01,283.17,353.83
2023,4,Sherbimet administrative dhe mbeshtetese,,Individual,FERIZAJ,26,43,41,2,25,18,0,3,3,10,9,7,4,3,0,2,2,0,0,250.79,237.45,269.32
2023,4,Sherbimet administrative dhe mbeshtetese,,Kompani e huaj,FERIZAJ,1,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1870.23,1870.23,
2023,4,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,KAÇANIK,11,25,25,0,12,13,0,2,5,4,4,5,3,1,1,0,0,0,0,254.96,229.07,278.85
2023,4,Sherbimet administrative dhe mbeshtetese,,Individual,HANI I ELEZIT,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270.94,270.94,
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Kompani e huaj,PEJË,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1308.67,,
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,PEJË,1,3,3,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,316.67,,316.67
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,FUSHË KOSOVË,11,25,24,1,16,9,0,5,2,3,2,6,2,2,2,0,1,0,0,391.27,418.08,343.59
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,MITROVICË VERIORE,3,6,5,1,2,3,1,0,0,1,0,1,1,0,2,0,0,0,0,280.17,255.5,256.67
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,PEJË,42,125,86,39,53,72,0,2,25,20,20,16,12,6,8,7,5,2,2,333.19,384.85,295.17
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,VITI,19,42,29,13,14,28,0,0,6,4,11,7,4,1,5,1,2,1,0,230.64,307.77,192.07
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,SUHAREKË,36,108,86,22,34,74,0,3,13,14,23,10,18,5,15,1,5,1,0,316.76,368.05,293.19
2023,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,VITI,1,3,1,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,347.29,347.29,
2023,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Individual,GJILAN,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,200,200,
2023,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Individual,SUHAREKË,1,4,3,1,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,236.83,202.73,270.94
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,PEJË,4,11,11,0,6,5,0,0,2,4,2,0,0,1,1,0,0,1,0,523.7,664.31,354.98
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,VITI,1,56,56,0,52,4,0,0,2,8,0,14,0,17,1,13,1,0,0,292.36,294.02,270.73
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,, Bashkësi Fetare,PODUJEVË,1,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,625,850,400
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,LIPJAN,148,411,399,12,274,136,1,65,40,70,31,56,34,56,19,22,12,5,0,304.71,323.65,266.38
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,SHTËRPCË,22,33,30,3,18,15,0,2,1,6,6,4,6,2,1,4,0,0,1,215.95,203.89,230.42
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,SUHAREKË,103,597,565,32,398,199,0,50,51,122,62,102,36,76,42,45,7,3,1,531.21,606.52,380.61
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,VUSHTRRI,198,1470,"1,416",54,912,555,3,138,171,305,173,256,117,134,78,72,16,7,0,453.78,514.91,352.05
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,MALISHEVË,97,837,818,19,391,445,1,67,260,141,101,91,42,64,37,28,5,0,0,354.23,373.16,337.45
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,MITROVICË VERIORE,10,13,13,0,4,9,0,0,2,1,0,1,4,2,3,0,0,0,0,210.31,225,203.78
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,VITI,4,17,17,0,16,1,0,4,0,3,0,6,1,3,0,0,0,0,0,292.94,289.38,350
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,DEÇAN,1,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,200,200,
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,DEÇAN,1,54,50,4,48,6,0,0,1,6,2,19,2,13,1,10,0,0,0,543.15,548.02,504.23
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,GJILAN,1,157,151,6,130,27,0,0,0,10,4,15,7,41,10,61,6,3,0,683.1,680.94,693.51
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,LIPJAN,4,19,18,1,14,5,0,1,1,3,3,8,1,1,0,1,0,0,0,312.26,324.32,278.51
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,HANI I ELEZIT,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,430,430,
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,HANI I ELEZIT,1,25,23,2,20,4,1,3,0,4,3,4,1,4,0,4,0,1,0,342.03,361.12,243.73
2023,5,Arsimi,,Individual,MALISHEVË,5,17,17,0,7,10,0,0,1,3,5,0,2,1,1,3,1,0,0,232.61,232.4,232.75
2023,5,Arsimi,,Organizata Buxhetore,PRISHTINË,2,32,21,11,25,6,1,0,0,0,1,6,2,6,2,12,1,1,0,783.82,814.75,653.64
2023,5,Ndertimtaria,,Individual,VITI,33,133,131,2,120,13,0,23,2,35,3,35,4,20,1,7,3,0,0,237.96,237.52,242.33
2023,5,Ndertimtaria,,Shoqëri akcionare,GRAÇANICË,1,46,40,6,26,18,2,0,4,14,12,5,1,4,1,3,0,0,0,1331.89,1477.89,852.33
2023,5,Person Fizik,,Person fizik,VITI,3,7,7,0,3,4,0,0,1,2,0,0,0,0,2,1,1,0,0,242.57,200,274.5
2023,5,Person Fizik,,Person fizik,MAMUSHË,1,9,9,0,6,3,0,1,0,1,1,2,1,2,1,0,0,0,0,308.89,323.33,280
2023,5,Mungon aktiviteti,,Individual,VITI,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,200,,200
2023,5,Mungon aktiviteti,,Zyrë ndërlidhëse,PRIZREN,1,5,5,0,2,3,0,0,0,0,1,1,1,1,1,0,0,0,0,1233.4,1302.5,1187.33
2023,5,Mungon aktiviteti,,Organizata Buxhetore,KAMENICË,1,18,18,0,12,6,0,0,1,4,5,4,0,1,0,2,0,1,0,475.95,484.01,459.83
2023,5,Industria nxjerrese,,SH.P.K.,PEJË,8,38,35,3,30,8,0,2,0,10,2,8,3,5,0,5,3,0,0,317.26,332.7,259.38
2023,5,Industria nxjerrese,,Ndërmarrje shoq.,KLINË,1,14,14,0,14,0,0,0,0,0,0,0,0,2,0,11,0,1,0,308.68,308.68,
2023,5,Industria nxjerrese,,SH.P.K.,GLLOGOC,4,888,884,4,857,30,1,19,3,114,11,219,7,177,7,304,2,24,0,663.52,654.74,920.94
2023,5,Industria perpunuese,,SH.P.K.,DRAGASH,8,175,172,3,137,38,0,17,2,33,13,32,10,27,8,22,5,6,0,621.08,658.11,487.56
2023,5,Informimi dhe komunikimi,,Individual,RAHOVEC,7,20,20,0,14,6,0,2,1,4,2,4,1,4,2,0,0,0,0,323.49,373.56,206.67
2023,5,Informimi dhe komunikimi,,SH.P.K.,SHTËRPCË,2,26,25,1,22,4,0,0,0,10,0,8,4,3,0,1,0,0,0,445.57,480.16,255.32
2023,5,Informimi dhe komunikimi,,Organizata Buxhetore,PRISHTINË,2,775,753,22,475,298,2,1,1,59,55,198,144,120,69,87,27,10,2,814.08,813.62,811.61
2023,4,Aktivitetet financiare dhe te sigurimit,,Tjeter,PRISHTINË,1,19,15,4,8,11,0,0,0,1,4,5,3,1,3,1,1,0,0,1344.16,1575,1176.27
2023,4,Sherbimet administrative dhe mbeshtetese,,Individual,SHTËRPCË,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,170,,170
2023,4,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,VUSHTRRI,28,185,173,12,103,78,4,26,27,45,30,20,11,6,10,6,0,0,0,839.44,748.79,939
2023,4,Sherbimet administrative dhe mbeshtetese,,Shoqëri akcionare,VUSHTRRI,1,182,178,4,150,32,0,6,1,24,5,42,10,43,12,34,4,1,0,398.6,399.31,395.26
2023,4,Sherbimet administrative dhe mbeshtetese,,Individual,MALISHEVË,8,14,14,0,9,5,0,3,0,4,4,0,1,2,0,0,0,0,0,239.73,218.6,277.77
2023,4,Sherbimet administrative dhe mbeshtetese,,Individual,SKENDERAJ,6,12,11,1,8,4,0,2,1,3,1,1,0,0,1,2,1,0,0,263.67,236.75,317.5
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,KLINË,1,4,4,0,4,0,0,0,0,2,0,0,0,0,0,1,0,1,0,380.54,380.54,
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,GJILAN,114,471,444,27,334,134,3,33,15,128,78,105,23,41,10,24,8,3,0,555.57,580.66,498.85
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Shoqëri akcionare,GJILAN,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,498.66,498.66,
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,OBILIQ,4,7,6,1,6,1,0,0,0,1,1,5,0,0,0,0,0,0,0,257.72,243.63,328.15
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,PRIZREN,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,215.79,,215.79
2023,4,"Aktivitetet profesionale, shkencore dhe teknike",,Shoqëri akcionare,GRAÇANICË,2,4,4,0,3,1,0,0,0,0,0,2,1,1,0,0,0,0,0,680.5,847.33,180
2023,4,Aktivitetet e trupave dhe organizatave nderkombetare,,Agjension i Huaj Qeveritar,PEJË,1,158,158,0,89,69,0,3,0,8,4,17,16,34,23,26,26,1,0,802.73,836.94,758.61
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,LIPJAN,22,55,46,9,17,37,1,3,4,8,14,4,10,1,6,1,2,0,1,298.42,324.3,288.94
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,PODUJEVË,21,60,44,16,25,34,1,3,9,7,10,5,9,6,4,2,2,2,0,263.01,247.43,270.43
2023,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,SUHAREKË,9,56,40,16,23,33,0,3,12,11,14,3,4,3,2,3,1,0,0,482.82,609.1,394.81
2023,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Individual,PRIZREN,2,4,4,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,200,200,200
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,OJQ,LIPJAN,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,110,110,
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,PRIZREN,5,249,247,2,228,20,1,4,3,42,10,55,3,60,4,63,0,4,0,278.66,271.87,358.98
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,VUSHTRRI,1,3,3,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,377.5,408.75,315
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Agjension i Huaj Qeveritar,PRISHTINË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1730,1730,
2023,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,FUSHË KOSOVË,3,22,21,1,17,5,0,3,2,2,0,3,2,6,0,3,1,0,0,293.67,320.15,203.63
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,ISTOG,3,117,117,0,37,80,0,12,27,11,25,8,9,5,14,1,5,0,0,362.58,420.09,335.99
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,FERIZAJ,568,1611,"1,576",35,980,625,6,224,147,315,154,226,141,123,125,85,54,7,4,293.7,315.49,259.62
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GJAKOVË,2,3,3,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,190,200,185
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,PRIZREN,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,KAMENICË,95,229,223,6,128,99,2,20,16,40,33,33,14,23,25,12,11,0,0,272.79,277.13,267.34
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GRAÇANICË,1,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,264,264,
2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,PRISHTINË,2,578,575,3,316,250,12,47,49,124,111,81,55,48,29,16,6,0,0,784.36,870.79,663.66
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,DEÇAN,4,9,9,0,9,0,0,2,0,2,0,2,0,1,0,2,0,0,0,549.22,549.22,
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,ISTOG,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,KLLOKOT,2,12,12,0,11,1,0,0,0,7,0,3,0,1,1,0,0,0,0,462.5,468.18,400
2023,4,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,MITROVICË,2,552,546,6,491,59,2,11,2,60,17,101,15,151,14,159,9,9,2,564.03,568.98,521.91
2023,5,Arsimi,,OJQ,FERIZAJ,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,247.62,,247.62
2023,5,Arsimi,,Individual,FERIZAJ,20,92,82,10,41,51,0,4,6,11,17,8,13,7,10,9,4,2,1,196.11,170.05,217.06
2023,5,Arsimi,,SH.P.K.,ZUBIN POTOK,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215.79,215.79,
2023,5,Ndertimtaria,,Individual,ISTOG,26,107,106,1,93,14,0,21,0,38,7,19,4,12,1,3,2,0,0,306.21,304.13,320
2023,5,Ndertimtaria,,SH.P.K.,KLINË,54,375,366,9,291,83,1,54,5,97,13,75,21,46,26,18,18,1,0,447.52,461.77,398.97
2023,5,Ndertimtaria,,Individual,KLINË,25,78,75,3,64,14,0,15,2,20,1,14,4,14,3,1,4,0,0,249.93,253.92,231.65
2023,5,Ndertimtaria,,Shoqëri akcionare,GJAKOVË,1,17,8,9,14,3,0,0,0,0,0,1,0,1,0,4,2,8,1,209.82,192.65,289.97
2023,5,Ndertimtaria,,SH.P.K.,MITROVICË,70,546,520,26,459,86,1,63,25,107,18,136,29,98,13,46,1,9,0,431.43,445.4,349.23
2023,5,Ndertimtaria,,Shoqëri akcionare,PRISHTINË,4,50,46,4,32,18,0,3,3,5,6,8,6,9,3,7,0,0,0,945.94,1067.03,730.68
2023,5,Mungon aktiviteti,,Organizata Buxhetore,GJILAN,11,86,56,30,58,27,1,0,3,18,16,6,4,7,2,10,1,17,1,279.19,259.36,317.05
2023,5,Mungon aktiviteti,, Bashkësi Fetare,KAMENICË,1,3,3,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,213.33,213.33,
2023,5,Mungon aktiviteti,,OJQ,VUSHTRRI,5,15,13,2,8,7,0,0,0,1,5,3,1,1,0,3,1,0,0,534.75,518.92,552.84
2023,5,Mungon aktiviteti,,OJQ,MITROVICË,31,373,307,66,146,223,4,15,37,42,84,38,51,32,28,16,21,3,2,473.72,480.48,465.54
2023,5,Industria nxjerrese,,SH.P.K.,VITI,3,37,34,3,32,5,0,2,1,8,2,6,1,9,1,6,0,1,0,586.52,606.41,459.24
2023,5,Industria nxjerrese,,SH.P.K.,ISTOG,3,10,9,1,8,2,0,1,1,3,0,2,1,2,0,0,0,0,0,244,223.75,325
2023,5,Industria nxjerrese,,SH.P.K.,PRIZREN,16,221,211,10,192,29,0,15,4,36,8,45,9,53,7,37,1,6,0,462.58,480.4,344.64
2023,5,Industria nxjerrese,,Tjeter,PODUJEVË,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,170,,170
2023,5,Industria nxjerrese,,SH.P.K.,NOVOBËRDË,1,3,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,205.26,200,207.9
2023,5,Industria nxjerrese,,SH.P.K.,ZUBIN POTOK,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,,50
2023,5,Industria perpunuese,,Individual,KLINË,44,145,143,2,87,58,0,26,18,28,10,18,11,10,18,5,1,0,0,264.46,266.82,260.91
2023,5,Industria perpunuese,,Individual,GJILAN,93,291,285,6,177,111,3,28,21,57,27,48,35,27,17,17,11,0,0,238.16,239.05,235.52
2023,5,Industria perpunuese,,Individual,FERIZAJ,287,1122,"1,113",9,790,320,12,167,87,233,74,225,78,116,63,45,17,4,1,274.86,288.09,238.29
2023,5,Industria perpunuese,,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,3,9,9,0,9,0,0,0,0,1,0,0,0,1,0,6,0,1,0,349.65,349.65,
2023,5,Industria perpunuese,,SH.P.K.,KAÇANIK,37,482,473,9,359,120,3,39,17,116,31,96,39,70,27,37,6,1,0,530.08,578.79,386.34
2023,5,Industria perpunuese,,SH.P.K.,PARTESH,2,32,32,0,25,7,0,1,1,11,3,10,1,2,2,1,0,0,0,319.48,345.54,226.41
2023,5,Industria perpunuese,,Individual,MALISHEVË,54,186,185,1,137,47,2,28,17,51,7,27,12,20,9,11,2,0,0,247.08,256.29,220.87
2023,5,Industria perpunuese,,Shoqëri akcionare,MITROVICË,2,120,120,0,112,8,0,7,0,34,4,16,1,30,2,19,1,6,0,669.41,678.92,536.35
2023,5,Industria perpunuese,,Ortakëria e përgj.,PRISHTINË,10,56,55,1,33,23,0,2,7,10,8,14,4,3,4,2,0,2,0,384.1,444.48,297.47
2023,5,Industria perpunuese,,SH.P.K.,FUSHË KOSOVË,128,1189,"1,161",28,780,388,21,121,57,227,120,224,101,131,90,72,20,5,0,565.71,614.24,462.35
2023,5,Informimi dhe komunikimi,,Individual,PEJË,7,14,14,0,3,11,0,0,2,2,7,0,0,0,2,1,0,0,0,217.01,206.67,219.83
2023,5,Informimi dhe komunikimi,,Individual,VITI,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,264,264,
2023,5,Transporti dhe magazinimi,,Individual,SHTIME,7,17,17,0,15,2,0,2,0,7,0,2,1,3,1,1,0,0,0,229.41,232,210
2023,5,Transporti dhe magazinimi,,SH.P.K.,GJAKOVË,22,158,153,5,128,30,0,19,5,27,8,23,8,30,6,28,3,1,0,265.15,264.75,266.85
2023,5,Transporti dhe magazinimi,,Shoqëri akcionare,RAHOVEC,1,11,9,2,7,4,0,0,1,2,2,1,0,2,1,1,0,1,0,238.47,256.99,206.07
2023,5,Transporti dhe magazinimi,,SH.P.K.,MITROVICË,14,57,53,4,51,6,0,8,0,14,2,13,2,10,2,6,0,0,0,328,325.09,352.69
2023,5,Transporti dhe magazinimi,,Individual,ZUBIN POTOK,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,328.15,328.15,
2023,5,Transporti dhe magazinimi,,SH.P.K.,HANI I ELEZIT,22,84,76,8,67,14,3,4,3,20,8,14,2,12,0,16,1,1,0,469.98,486.82,410.3
2023,5,Aktivitetet e patundshmerise,,SH.P.K.,DEÇAN,1,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,193.95,193.95,
2023,5,Aktivitetet e patundshmerise,,Individual,GJAKOVË,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2023,5,Aktivitetet e patundshmerise,,SH.P.K.,PRISHTINË,117,425,384,41,275,137,13,41,41,100,42,58,23,46,24,25,6,5,1,649.51,666.99,539.56
2023,5,Aktivitetet e tjera sherbyese,,SH.P.K.,PRIZREN,20,45,43,2,20,23,2,3,5,11,10,4,3,1,3,1,2,0,0,306.14,231.43,380.33
2023,5,Aktivitetet e tjera sherbyese,,Individual,MALISHEVË,13,15,15,0,7,8,0,1,4,3,2,1,0,0,2,2,0,0,0,243.54,235.45,250.63
2023,5,Aktivitetet e tjera sherbyese,,Kompani e huaj,PRISHTINË,2,13,13,0,6,7,0,0,0,1,1,4,3,1,2,0,1,0,0,3051.58,3014.96,3082.96
2023,5,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,PRISHTINË,5,410,291,119,248,160,2,11,10,47,57,75,70,61,18,49,5,5,0,440.42,519.85,318.43
2023,5,Aktivitetet e tjera sherbyese,,Ortakëria e përgj.,PRISHTINË,7,25,24,1,9,16,0,3,1,3,7,2,6,1,2,0,0,0,0,267.62,259.21,272.34
2023,5,Aktivitetet e tjera sherbyese,,Individual,SKENDERAJ,13,18,18,0,6,12,0,3,6,2,0,1,4,0,1,0,1,0,0,269.67,248.67,280.17
2023,5,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,SHTIME,16,58,57,1,43,15,0,12,4,13,3,8,6,9,2,1,0,0,0,236.47,237.69,232.96
2023,5,"Artet, Argetimi dhe rekreacioni",,Individual,LIPJAN,6,12,11,1,9,3,0,4,0,1,1,3,1,0,0,1,1,0,0,201.67,191.11,233.33
2023,5,"Artet, Argetimi dhe rekreacioni",,Individual,DRAGASH,2,3,3,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,231.33,215,264
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,Individual,VITI,11,22,22,0,12,10,0,4,4,4,1,1,2,2,3,1,0,0,0,202.45,195.33,211
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,SHTIME,4,16,13,3,10,6,0,1,0,4,3,0,1,3,1,2,1,0,0,204.38,219,180
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,Individual,FERIZAJ,14,41,40,1,25,16,0,5,3,10,3,4,3,4,6,2,1,0,0,326.44,342.43,301.46
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,Individual,MAMUSHË,28,62,59,3,32,29,1,8,4,8,7,8,9,6,6,2,3,0,0,183.55,181.56,186.21
2023,5,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,VUSHTRRI,16,282,281,1,139,143,0,19,39,46,33,43,44,18,22,11,4,2,1,522.38,649.36,398.97
2023,5,Aktivitetet financiare dhe te sigurimit,,OJQ,KLINË,1,7,7,0,4,3,0,0,0,1,0,1,1,2,2,0,0,0,0,509.41,573.8,423.57
2023,5,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,182.89,182.89,
2023,5,Aktivitetet financiare dhe te sigurimit,,Ortakëria e përgj.,PRIZREN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,170,
2023,5,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,LIPJAN,42,80,72,8,52,28,0,9,4,22,13,14,9,6,1,1,1,0,0,349.82,332.57,381.85
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,LIPJAN,5,25,25,0,6,19,0,2,3,1,2,1,8,0,5,2,1,0,0,307,302.5,308.42
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,PRIZREN,30,97,96,1,46,51,0,10,7,4,8,18,13,7,18,6,4,1,1,275.66,259.27,290.44
2023,5,Sherbimet administrative dhe mbeshtetese,,Individual,MITROVICË,15,27,27,0,19,8,0,6,3,7,4,3,1,3,0,0,0,0,0,368.09,369.56,364.62
2023,4,Person Fizik,,Person fizik,KAÇANIK,2,2,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,799.25,,799.25
2023,4,Person Fizik,,Person fizik,RANILLUG,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
